ID_Objetivo;Texto_Objetivo;ID_Objetivo_Prerrequisito;Texto_Prerrequisito;Importancia
ICC_4130-4;Develop Application Programming Interfaces for the web based on the  REpresentational State Transfer (REST) architectural pattern.;ICC_4130-4;Develop Application Programming Interfaces for the web based on the  REpresentational State Transfer (REST) architectural pattern.;Ninguna
ING_2102-6;Identificar las principales aplicaciones del Cálculo Vectorial.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Alta
ICE_3204-3;Comprender las diferencias más importantes entre Microcontroladores y  Microprocesadores, y su impacto en el desarrollo de Sistemas  Embebidos.;ICE_3103-2;Desarrollar circuitos combinacionales y secuenciales utilizando diversos  métodos,comprobando su funcionamiento en un simulador como  experimentalmente.;Alta
ICE_4204-1;Conoce y entiende el funcionamiento de los elementos que conforman un  sistema básico de comunicación digital y comparación con sistemas  análogos.;ICE_4102-3;Comprender los efectos que produce el ambiente, el ruido y el tipo de  modulación enuna comunicación y cómo estos pueden ser analizados y  mitigados al elegir un sistemade comunicaciones.;Alta
ICE_4203-3;Modela redes de transmisión aérea, subterráneas, submarinas con el  software PowerFactory DIgSILENT.;ICE_4205-5;Analiza un diseño para validarlo basado en los requisitos establecidos.;Ninguna
ICA_4120-4;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y solución de  problemas.;ING_2101-3;Utilizar los métodos de resolución de diversos tipos de ecuaciones diferenciales  ordinarias.;Ninguna
ICI_5110-3;Analizar en una industria determinada si existen imperfecciones de mercado y a  qué se deben.;ICI_3204-1;Entender los conceptos básicos de la teoría microeconómica, sus limitaciones y los supuestos en que se basa.;Media
ICI_3130-4;Analizar diferentes aspectos de una organización como liquidez, endeudamiento y  rentabilidad, a través de sus estados financieros y razones financieras;ICA_7000-1;Ser capaz de aplicar balances de materia y energía sobre diagramas de  procesos considerando reciclos de materia, conversión por reacciones  químicas, recuperación del calor de procesos contiguos.;Ninguna
ICE_5102-6;Entender las características principales de la red de celulares y su  evolución histórica;ICE_4205-4;Desarrolla un diseño basado en los requisitos establecidos.;Ninguna
IOC_4203-5;Describir y selecciona instrumentos de medición y utilizar las medidas recogidas  por éstos. Evaluar recursos hídricos mediante balances hídricos.;ING_2201-2;Identificar fenómenos de carácter aleatorio en procesos propios de la  ingeniería y utilizar métodos formales adecuados para su tratamiento.;Alta
IOC_3220-7;Proyecta distintos elementos dentro de un proyecto de ingeniería sobre  una superficie y obtener cálculos de movimientos de tierra mediante el  uso de AutoCAD y Civil 3D.;IOC_4201-2;Aplica la programación en la solución de problemas de alta complejidad.;Ninguna
ICA_4230-1;Comprender en forma cualitativa las diferencias entre los modos de cultivo y sus  aplicaciones industriales.;ICA_3240-2;Reconocer de manera conceptual y cuantitativa la cinética de crecimiento y muerte  de un microorganismo bajo distintas condiciones experimentales.;Alta
ICA_4230-3;Aplicar las herramientas matemáticas que resulten necesarias para solucionar  dichos modelos.;IOC_3220-3;Diferencia técnicas y métodos de medición para distintas condiciones de  exigencia o características de la superficie a estudiar.;Ninguna
IOC_3201-5;Define los grados de libertad (GDL) y el grado de indeterminación cinemático (GIC), planteando y resolviendo el sistema de ecuaciones de equilibrio por el método de rigidez para determinar desplazamientos, reacciones y esfuerzos internos en estructuras sujetas a diversas condiciones de carga. Aplica los principios de condensación estática y de sub-estructuración.;ING_1102-6;Relacionar los principios básicos de configuración electrónica de átomos con sus  propiedades, su ubicación en la tabla periódica y las teorías de la estructura  atómica.;Ninguna
ICI_5220-1;Conocer e identificar el impacto y el valor agregado del comportamiento  organizacional al interior de las instituciones/empresas;ING_4140-2;Diseñar una solución a un problema abierto, utilizando herramientas del design  thinking combinadas con sus conocimientos propios de ingeniería.;Ninguna
IOC_4202-4;Comprende las bases teóricas en las áreas de estructuras, geotecnia,  hidráulica, transporte y construcción;ING_2203-2;Entender ciertos fenómenos termodinámicos en el laboratorio.;Ninguna
ICA_5210-1;To design and operated wastewater treatment process.;IOC_5206-5;Utilizar técnicas especializadas y software técnico (por ejemplo, MS  Project) para laprogramación de obras.;Ninguna
ICI_3202-3;Implementar computacionalmente las metodologías diseñadas para resolver los  modelos en entornos reales.;ICC_4101-3;Write code that is optimized for computational efficiency, with choice of adequate  data representations and data structures.;Ninguna
ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;ING_1400-2;Organizar mejor sus actividades académicas y extracurriculares para poder tener  una vida balanceada.;Ninguna
ICC_3203-1;Describir e implementar estructuras de datos y algoritmos para variados  propósitos, y de distinta complejidad en lo relativo a espacio de memoria  y tiempo de ejecución.;ICC_3102-1;Escribir código procedural en C, y orientado a objetos en C++, controlando  manualmente la gestión de memoria.;Alta
IOC_5204-4;Aplica la norma chilena de diseño sismorresistente de edificios.;IOC_4101-3;Establece las solicitaciones y combinaciones de carga, y analizar y estimar las  tensiones en los elementos de hormigón armado más comunes.;Media
ICA_4130-3;Ser capaz de desarrollar diagramas de flujo, definir variables de  procesos que representan flujos de materia y energía, y solucionar los  balances de materia y energía para procesos reactivos y no reactivos en  estado estacionario.;ING_2201-2;Identificar fenómenos de carácter aleatorio en procesos propios de la  ingeniería y utilizar métodos formales adecuados para su tratamiento.;Ninguna
ICI_6010-1;Desarrollar un pensamiento crítico sobre temas financieros contemporáneos.;ICI_6100-1;Entender el contexto tecnológico actual en el que se generan grandes cantidades  de datos.;Ninguna
ICC_4200-3;Desarrollar la solución, usando como lenguaje base C y C++, sumado a librerías de  abstracción de hardware. Se hace fuerte uso de interrupciones, objetos, librerías  propias, etc.;ICC_3102-1;Escribir código procedural en C, y orientado a objetos en C++, controlando  manualmente la gestión de memoria.;Alta
IOC_5120-4;Utilizar y Comprender códigos de diseño;ING_2103-7;Analizar sistemas sencillos que experimentan oscilaciones a través de una  ecuación diferencial.;Ninguna
ICI_5200-2;Aplicar técnicas básicas de Deep Learning y Reinforcement Learning con  uso de librearía especializadas.;ICI_3202-3;Implementar computacionalmente las metodologías diseñadas para resolver los  modelos en entornos reales.;Alta
ICI_3102-2;Explorar los datos que se generan en sistemas, estando en condiciones  de interpretarlos yproyectarlos.;ING_2201-2;Identificar fenómenos de carácter aleatorio en procesos propios de la  ingeniería y utilizar métodos formales adecuados para su tratamiento.;Media
IOC_5204-1;Comprende los principios teóricos que vinculan la dinámica estructural y la ingeniería sismoresistente.;IOC_5100-4;Implement, choose, and apply methods to solve the equations of motion of dynamic  systems subjected to free and forced vibrations (harmonic, periodic, earthquake,  shock).;Media
ICI_3201-3;Extrapolar sus conocimientos a este respecto a otros entornos y problemas de  ingeniería, a modo de cuantificar, manejar y proponer esquemas que permitan obtener un mejor desempeño económico (costo o beneficio) ante la presencia de  fenómenos estocásticos.;ICA_5220-3;Reconocer distintas metodologías de valorización económica, sus  fortalezas y debilidades.;Ninguna
IOC_5107-4;Can assemble element-level stiffness equations into a global system of  equations to solve for thediscretized solution field.;ING_2103-2;Verificar experimentalmente la teoría.;Ninguna
IOC_5107-1;The student can generate a geometric model (in one, two and three  dimensions), representing amathematical domain where field equations  are to be solved, and discretize it into finite-elementsusing open-source  modeling software.;IOC_3201-4;Utiliza el método de flexibilidad para determinar las reacciones, esfuerzos internos y desplazamientos de estructuras hiperestáticas sujetas a cargas externas permanentes, gradientes de temperatura, asentamientos y/o errores de fabricación. Reconoce principios de simetría.;Alta
ICC_4201-1;Analiza un dominio de problema dado y elabora los requisitos de  software de la solución.;ING_2202-2;Desarrollar adecuadamente informes de laboratorio según las experiencias  realizadas.;Ninguna
ICA_4210-4;"Aplicar técnicas de análisis tipo ""pinch"" a la solución de redes de  intercambiadores de calor y algoritmos de reducción de agua.";ING_2202-2;Desarrollar adecuadamente informes de laboratorio según las experiencias  realizadas.;Ninguna
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ICA_4230-4;Dimensionar, a nivel de ingeniería básica, los elementos que intervienen en una  fermentación industrial.;Ninguna
ICI_5130-2;An understanding of the main challenges faced by supply chain planners.;ICI_4220-7;Comprender los modelos básicos de gestión de inventarios, así como los  principales trade-offs.;Baja
ICA_7000-6;Comprender las principales operaciones unitarias disponibles para el  manejo de materiales durante su procesamiento.;IOC_5205-2;Describir, analizar y discutir el comportamiento, análisis y diseño de  elementos y sistemas de hormigón armado de estructuras  convencionales e industriales.;Ninguna
IOC_4010-3;Medir en terreno flujos, tasas de ocupación, velocidades y flujos de  saturación.;ING_1100-4;Identificar lugares geométricos en diversos problemas.;Ninguna
IOC_5203-2;Comprender el impacto de cambios en la dosificación y características de  la mezcla en la construcción y operación de una estructura de hormigón  armado.;IOC_4102-2;Comprende el comportamiento y forma de uso esperado de los  materiales, basándose en su composición y microestructura.;Alta
IOC_3101-4;Definir las relaciones tensión-deformación en diferentes estados de carga.;ING_6103-4;Autonomía en el trabajo;Ninguna
ICI_5200-1;Reconocer problemas en los que sea posible aplicar Deep Learning o  Reinforcement Learning. Es decir, sabrá los alcances de la disciplina.;ING_2202-2;Desarrollar adecuadamente informes de laboratorio según las experiencias  realizadas.;Ninguna
ICA_3102-4;Identificar propiedades termodinámicas que sean de utilidad en la determinación de  cantidad de trabajo o calor en bombas, turbinas, compresores, calderas,  condensadores, entro otras.;ING_2203-8;Resolver problemas aplicados utilizando propiedades termodinámicas de fluidos y  gases.;Alta
IOC_5204-1;Comprende los principios teóricos que vinculan la dinámica estructural y la ingeniería sismoresistente.;IOC_5100-3;Apply concepts of structural dynamics to the design objectives in the current seismic  codes.;Alta
ICE_4104-4;Conocer la aplicación de las máquinas en centrales generadores, líneas  de transmisióny líneas de distribución de energía eléctrica.;ICE_3101-4;Aplicar los conocimientos de redes eléctricas a instalaciones eléctricas  de potencia,monofásicas y trifásicas.;Alta
IOC_3220-7;Proyecta distintos elementos dentro de un proyecto de ingeniería sobre  una superficie y obtener cálculos de movimientos de tierra mediante el  uso de AutoCAD y Civil 3D.;IOC_3220-1;Interpretar distintas formas de representación de la superficie asociada a  un proyecto y sus distintos usos en Ingeniería.;Ninguna
ING_1201-3;Desarrollar la capacidad de abstracción de manera de entender como el cálculo de  valores y vectores propios de una matriz resuelve varios problemas lineales y se  relacionan, matemáticamente, con la solución de estos problemas tanto  matemáticos como de otras ciencias.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Alta
ICI_3204-1;Entender los conceptos básicos de la teoría microeconómica, sus limitaciones y los supuestos en que se basa.;ICI_4230-1;Calcular e interpretar distintos indicadores de rentabilidad y riesgo.;Ninguna
ICC_4130-3;Develop a web application by means of an Model-View-Controller (MVC) framework  with server-side rendering.;ICC_4200-1;Modelar un problema que requiere la utilización de sistemas embebidos,  determinando cuales son sus inputs, outputs, proceso lógico, requerimientos de  almacenamiento, comunicación, etc.;Ninguna
IOC_4203-8;Aplicar diferentes metodologías para estudios de crecidas;ING_1100-4;Identificar lugares geométricos en diversos problemas.;Ninguna
ICE_3101-1;Conocer los elementos básicos de circuitos eléctricos, así como las  relaciones voltaje-corriente en cada uno de ellos.;ING_2101-1;Reconocer las ecuaciones diferenciales ordinarias como una herramienta formal  para el modelamiento y estudio de fenómenos naturales.;Media
ICC_3100-1;Describir los conceptos y reglas de los paradigmas de programación procedural,  orientada a objetos y funcional.;ING_2203-4;Identificar errores experimentales y limitaciones de un modelo.;Ninguna
ICA_5210-1;To design and operated wastewater treatment process.;ICA_4230-3;Aplicar las herramientas matemáticas que resulten necesarias para solucionar  dichos modelos.;Ninguna
ICC_3100-1;Describir los conceptos y reglas de los paradigmas de programación procedural,  orientada a objetos y funcional.;ICC_3202-3;Explicar las diferencias entre distintas arquitecturas de computadores,  detallando las implicancias de sus componentes, tales como la memoria,  los buses, y los elementos de entrada y salida entre otros.;Ninguna
ING_2104-4;Identificar problemáticas económicas para establecer planes contingentes a todo  sector productivoValorar la importancia que tiene esta ciencia para guiar el  comportamiento de los agentes económicos en la asignación de los recursos  escasos de una sociedad.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Media
IOC_3020-2;Calcular capacidades, demoras y longitudes de cola en elementos viales.;IOC_4010-4;Conocer principios de regulación de intersecciones.;Alta
ICA_3240-4;Reconocer y describir los conceptos fundamentales de ecosistemas microbianos,  vistos anteriormente en Biología de los microorganismos.;IOC_5105-5;Entender y aplicar la normativa técnica vigente relativa a: aguas lluvias,  agua potable, alcantarillado y tratamiento de aguas.;Ninguna
ICA_3240-7;Desarrollar la puesta a punto de un proceso fermentativo por lotes, abarcando  desde la etapa de investigación hasta el proceso fermentativo para la obtención de  un producto de interés industrial;ING_1204-6;Comunicar en forma clara y efectiva las experiencias prácticas realizadas en el  laboratorio, fundamentándolas desde los conocimientos teóricos que le sean  propios.;Media
ICE_5104-4;Generar soluciones para sistemas de conversión so  sticados.;ICE_4101-2;Sintetizar diversos circuitos análogos en base a ciertas especificaciones.;Ninguna
ICI_5200-3;Conocer los principales esquemas de solución de problemas  secuenciales de decisión en tiempo discretovía esquemas de  aprendizaje reforzado.;ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;Alta
ICA_5210-1;To design and operated wastewater treatment process.;IOC_3201-4;Utiliza el método de flexibilidad para determinar las reacciones, esfuerzos internos y desplazamientos de estructuras hiperestáticas sujetas a cargas externas permanentes, gradientes de temperatura, asentamientos y/o errores de fabricación. Reconoce principios de simetría.;Ninguna
ICI_5000-3;Comprender los problemas desde un punto de vista de negocios para la correcta  construcción de indicadores y posterior visualización.;ICC_3204-1;Diseñar un modelo de datos de alto nivel que solucione un problema abierto.;Media
ICI_6010-1;Desarrollar un pensamiento crítico sobre temas financieros contemporáneos.;ICI_4230-2;Aplicar y entender distintos modelos de valoración de activos.;Baja
ICC_5202-3;Use quality attributes to evaluate the quality of an software architectural  design.;ICC_4101-4;Apply the above-mentioned skills to problems in competitive programming settings,  i.e., under time constraints, and in cooperative teams.;Ninguna
IOC_4010-3;Medir en terreno flujos, tasas de ocupación, velocidades y flujos de  saturación.;ING_2201-1;Comprender los conceptos básicos de la teoría de probabilidades y desarrollar  las técnicas fundamentales para el cálculo de probabilidades.;Alta
ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;ING_2103-1;Medir movimiento de cuerpo rígido y propiedades de las ondas en el laboratorio.;Ninguna
ICA_3210-2;Aplicar el fundamento teórico detrás de la transferencia de masa en la  solución de problemas.;ICA_6110-6;Conocer los principales contaminantes en la atmósfera, agua y suelos de manera  gestionar adecuadamente utilizando técnicas de control y optimización de procesos;Ninguna
IOC_6102-4;Identificar problemas en el diseño, desarrollar soluciones acordes a la teoría y al  sentido común de un ingeniero estructural.;IOC_5204-4;Aplica la norma chilena de diseño sismorresistente de edificios.;Alta
ICI_5110-3;Analizar en una industria determinada si existen imperfecciones de mercado y a  qué se deben.;ICI_3204-4;Entender el proceso de toma de decisión de las empresas en mercados de  competencia perfecta e imperfecta.;Media
ICA_4230-1;Comprender en forma cualitativa las diferencias entre los modos de cultivo y sus  aplicaciones industriales.;ICA_3240-3;Reconocer los componentes más importantes en el crecimiento de  microorganismos, como son los factores ambientales, diseño de un medio de  cultivo, etc.;Alta
IOC_5204-4;Aplica la norma chilena de diseño sismorresistente de edificios.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Ninguna
ICA_5120-4;To be able to visualize how a pollutant behaves within living  organisms, what the elimination mechanisms are, and how they  impact in health and ecosystems.;ING_2202-2;Desarrollar adecuadamente informes de laboratorio según las experiencias  realizadas.;Ninguna
IOC_4102-5;Comunica por escrito y de forma efectiva temas relativos a su profesión;ING_1102-11;Elaborar informes de laboratorio en los que se comunique en forma clara y efectiva  las experiencias prácticas realizadas en el laboratorio, fundamentándolas desde los  conocimientos teóricos aplicables.;Alta
ICI_5120-4;Measure and predict demand from the consumer drivers.;ICI_5020-3;Calcular la capacidad de infraestructuras de transporte.;Ninguna
ICI_4203-3;Analizar problemas de índole macroeconómico en contexto local e internacional.;ING_2104-3;Describir y simular modelos económicos para establecer la dinámica de relaciones  entre variables. Comprender cómo se forman los precios en una economía de  mercado.;Alta
ICE_3204-5;Comprender y aplicar el concepto de Sistema en un Chip Programable  (PSoC),como fusión de Microprocesador con FPGA;ING_1103-1;Explicar conceptos básicos relativos a un programa computacional: tipos de datos,  control de flujo, invocación de funciones y valores de retorno, arreglos simples y  multidimensionales, etc.;Ninguna
ICA_7000-4;Comprender los principales costos asociados a procesos de manufactura.;ING_4140-4;Comunicar de manera efectiva las bondades de un producto, proceso o servicio  tecnológico.;Ninguna
IOC_6102-1;Aplicar herramientas avanzadas de análisis y diseño estructural en proyectos  complejos de ingeniería civil.;IOC_5150-2;Analiza y diseña fundaciones superficiales (zapatas, fundaciones corridas, etc.) y  profundas (pilotes), comprendiendo los principales mecanismos que controlan su  comportamiento en distintos tipos de suelo.;Alta
ICI_4210-6;Defender su trabajo en público con argumentos.;ICA_3102-4;Identificar propiedades termodinámicas que sean de utilidad en la determinación de  cantidad de trabajo o calor en bombas, turbinas, compresores, calderas,  condensadores, entro otras.;Ninguna
ICI_6100-3;Entender las claves para administrar grandes cantidades de datos dentro de una  organización.;ICA_5110-1;Conocer las características de los residuos, su clasificación y las diferentes técnicas que se pueden aplicar a su gestión.;Ninguna
ICE_4104-4;Conocer la aplicación de las máquinas en centrales generadores, líneas  de transmisióny líneas de distribución de energía eléctrica.;ICE_3101-1;Conocer los elementos básicos de circuitos eléctricos, así como las  relaciones voltaje-corriente en cada uno de ellos.;Alta
ICA_7000-6;Comprender las principales operaciones unitarias disponibles para el  manejo de materiales durante su procesamiento.;ING_1204-3;Comprender en forma cuantitativa los metabolismos microbianos.;Ninguna
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ICI_5120-3;Use tools of analysis to make marketing decisions.;Ninguna
IOC_3203-2;Apply analytical solutions to known simple fluid flows by solving fundamental fluid  mechanics problems.;ING_2204-3;Resuelve problemas de equilibrio de una partícula y de sólidos rígidos  sometidos a la acción de sistemas de fuerzas.;Alta
ICE_3102-5;Conocer las transformadas de Laplace y Z para representar sistemas.;ICE_3204-4;Comprender la necesidad de uso, concepto y aplicación de Field  ProgrammableGrid Array (FPGA).;Ninguna
ICI_5110-1;Entender y analizar las interacciones entre empresas que compiten en mercados  oligopólicos.;ICI_3204-3;Aplicar los conceptos básicos de la teoría microeconómica para analizar distintos  modelos matemáticos que explican el modo como interactúan consumidores y  productores en un mercado.;Alta
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ICI_6010-5;Demostrar habilidades en la recopilación, análisis e interpretación de información  financiera.;Ninguna
ING_1203-6;Diseñar diagramas de posición, velocidad para una o varias partículas.;ING_1100-2;Comprender los conceptos de campo real ordenado y de funciones reales.;Alta
ICI_5010-1;Analizar series de tiempo y encontrar patrones de comportamiento.;ICI_4230-1;Calcular e interpretar distintos indicadores de rentabilidad y riesgo.;Ninguna
IOC_3204-4;Comprende y estima asentamientos en suelos saturados o semi-saturados, bajo la  acción de cargas permanentes.;IOC_5105-2;Realizar el diseño básico de sistemas tradicionales y alternativos de  drenaje de aguas lluvias en sectores urbanos;Ninguna
IOC_5106-2;"Explain the nature and role of theory and models in economic analysis; to  understand how Chilean market develop economic tools to solve day by day  problems;";ING_2104-1;Identificar conceptos básicos de economía para identificar mecanismos de asignación de recursos. Comprender los conceptos que permitan adquirir una  visión general del campo y ámbito de la economía.;Alta
IOC_5100-4;Implement, choose, and apply methods to solve the equations of motion of dynamic  systems subjected to free and forced vibrations (harmonic, periodic, earthquake,  shock).;IOC_3201-5;Define los grados de libertad (GDL) y el grado de indeterminación cinemático (GIC), planteando y resolviendo el sistema de ecuaciones de equilibrio por el método de rigidez para determinar desplazamientos, reacciones y esfuerzos internos en estructuras sujetas a diversas condiciones de carga. Aplica los principios de condensación estática y de sub-estructuración.;Media
ICE_4204-4;Analiza elementos clave de la Teoría de la Información y calcular/g0  probabilísticamente el valor de la información transmitida en un canal.;ICE_4102-3;Comprender los efectos que produce el ambiente, el ruido y el tipo de  modulación enuna comunicación y cómo estos pueden ser analizados y  mitigados al elegir un sistemade comunicaciones.;Alta
ICA_3240-1;Comprender el campo científico de la biotecnología, destacando la importancia  dentro del mismo de los procesos microbianos industriales y ambientales.;ING_2204-1;Aplica el concepto de fuerza y sistemas de fuerzas en problemas de  álgebra vectorial.;Ninguna
ICA_3220-2;Aplicar el fundamento teórico detrás de la transferencia de calor en la  solución de problemas.;ING_1203-7;Identificar aceleraciones tangencial y centrípeta.;Ninguna
ING_2103-1;Medir movimiento de cuerpo rígido y propiedades de las ondas en el laboratorio.;ING_1203-1;Resolver problemas de Medición de posiciones, velocidades y aceleraciones en el  laboratorio.;Media
ICI_5200-4;Analizar los resultados obtenidos y entender cómo implementar y  transmitir estos resultados ante unmandante en un contexto aplicado a la  industria.;ICI_3201-3;Extrapolar sus conocimientos a este respecto a otros entornos y problemas de  ingeniería, a modo de cuantificar, manejar y proponer esquemas que permitan obtener un mejor desempeño económico (costo o beneficio) ante la presencia de  fenómenos estocásticos.;Alta
ICI_5020-2;Describir las variables y modelos de circulación de medios de transporte.;ICI_4220-3;Formular, resolver e implementar modelos matemáticos para respaldar las  decisiones de planificación y programación de la producción.;Alta
ICA_6110-2;Analizar los distintos procesos desde el punto de vista ambiental y plantear, desde  la etapa de diseño, las políticas y resguardos en orden a prevenir la ocurrencia de  eventos no deseados.;ICA_5220-3;Reconocer distintas metodologías de valorización económica, sus  fortalezas y debilidades.;Media
ICI_5000-4;Comprender y aplicar los principales métodos de Data Mining, su clasificación y  rango de aplicación.;ICI_5210-5;Conocer modelos y herramientas de gestión estratégica para detectar ventajas  competitivas.  Utilizar el Análisis FODA y de las 5 Fuerzas de Porter para analizar la situación  de una empresa y su industria.  Ilustrar la relación entre la configuración de la cadena de valor de una empresa  y la ventaja competitiva.  Genérico, Modelo Delta.;Ninguna
ICE_4104-2;Comprender los principios de funcionamiento de los distintos tipos de  máquinaseléctricas (transformadores, máquinas de corriente continua y  máquinas de corrientealterna).;ICE_3101-3;Analizar el comportamiento transitorio y permanente en redes eléctricas  condiferentes tipos de fuentes de alimentación. En particular fuentes de  voltaje continuo yfuentes de voltaje alterno sinusoidal.;Alta
ICC_3102-1;Escribir código procedural en C, y orientado a objetos en C++, controlando  manualmente la gestión de memoria.;ING_1103-2;Diseñar algoritmos que solucionen problemas, definiendo la secuencia de pasos  necesaria para resol- verlos, considerando el control de errores, pasos  condicionales y repetición de pasos.;Alta
ICC_5120-2;Apply foundational concepts in UX design, such as user-centered design, the  design process, accessibility, and equity-focused design.;ING_1105-7;Describir cómo la ética se aplica a obras de ingeniería.;Ninguna
ING_2103-7;Analizar sistemas sencillos que experimentan oscilaciones a través de una  ecuación diferencial.;ING_1203-9;Formular y aplicar las leyes de Newton.;Alta
ICI_4230-1;Calcular e interpretar distintos indicadores de rentabilidad y riesgo.;ICC_3203-3;Escoger las estructuras de datos, algoritmos y paradigmas de resolución  de problemas adecuados para una problemática computacional dada.;Ninguna
ICC_4203-3;Desarrollar una aplicación móvil utilizando tecnologías de la web y/o  tecnologías multiplataforma.;ICC_4130-3;Develop a web application by means of an Model-View-Controller (MVC) framework  with server-side rendering.;Alta
ICE_4202-3;Comprender el papel de la realimentación como herramienta para  modificar el comportamiento de los sistemas de tiempo continuo y  discreto.;ICE_3102-5;Conocer las transformadas de Laplace y Z para representar sistemas.;Alta
IOC_5120-2;Comprender los modos de falla y los factores que los afectan;IOC_5205-1;Comprender acabadamente y diseñar distintos tipos de elementos y  estructuras de hormigón armado (por ejemplo: uniones, losas, sistemas de  fundación, muros de contención y escaleras).;Ninguna
ICC_4201-1;Analiza un dominio de problema dado y elabora los requisitos de  software de la solución.;ICC_3203-1;Describir e implementar estructuras de datos y algoritmos para variados  propósitos, y de distinta complejidad en lo relativo a espacio de memoria  y tiempo de ejecución.;Ninguna
ING_2102-5;Aplicar los principales teoremas del Cálculo Vectorial (Teorema de Gauss y  Teorema de Stokes).;ING_1102-9;Resolver problemas que involucren el uso del concepto de equilibrio químico en  sistemas de reactivos y ácido-base. Considerando condiciones iniciales determinar  concentraciones o presiones en el equilibrio o viceversa.;Ninguna
ICI_5000-2;Comprender la teoría de Business Intelligence (BI) tanto en el uso de estrategias y  herramientas que sirven para transformar información en conocimiento, con el  objetivo de mejorar el proceso de toma de decisiones en una empresa.;ICA_3220-5;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;Ninguna
ICC_3102-5;Invocar código en C o en C++ desde lenguajes interpretados o dinámicos como  Python, utilizando una herramienta como SWIG.;ICC_5130-1;Desarrollar un enfoque de programación orientado a la calidad.;Ninguna
ING_2101-4;Resolver ecuaciones y sistemas de ecuaciones en forma matricial.;ING_1201-1;Comprender el álgebra matricial y su uso son la base en la resolución de sistemas  de ecuaciones lineales.;Alta
IOC_4206-2;Proponer soluciones de gestión y diseño de infraestructura vial urbana;ING_5206-1;Comprender los Principios Éticos: Identificar y comprender los principios  éticos fundamentales en diversos contextos profesionales.;Ninguna
ICC_5150-3;Aplicar un Plan de Gestión de Proyectos de desarrollo de software  considerando cada una de las fases del proyecto, y para los diferentes  aspectos que controla.;ICC_4201-1;Analiza un dominio de problema dado y elabora los requisitos de  software de la solución.;Alta
ICI_5200-3;Conocer los principales esquemas de solución de problemas  secuenciales de decisión en tiempo discretovía esquemas de  aprendizaje reforzado.;ING_1204-6;Comunicar en forma clara y efectiva las experiencias prácticas realizadas en el  laboratorio, fundamentándolas desde los conocimientos teóricos que le sean  propios.;Ninguna
ING_1201-1;Comprender el álgebra matricial y su uso son la base en la resolución de sistemas  de ecuaciones lineales.;ING_1103-2;Diseñar algoritmos que solucionen problemas, definiendo la secuencia de pasos  necesaria para resol- verlos, considerando el control de errores, pasos  condicionales y repetición de pasos.;Media
ICA_4230-2;Plantear modelos matemáticos de la operación de las formas más comunes de  cultivo de microorganismos.;ICA_3240-2;Reconocer de manera conceptual y cuantitativa la cinética de crecimiento y muerte  de un microorganismo bajo distintas condiciones experimentales.;Alta
ICE_3101-1;Conocer los elementos básicos de circuitos eléctricos, así como las  relaciones voltaje-corriente en cada uno de ellos.;ING_2202-1;Describir algunos fenómenos eléctricos y magnéticos sencillos en el laboratorio.;Alta
ICI_5130-4;Apply a wide range of analytical tools to support supply chain decisions.;ICI_3202-4;Analizar los resultados obtenidos y entender cómo implementar y transmitir estos  resultados ante un mandante en un contexto aplicado a la industria.;Alta
IOC_5105-2;Realizar el diseño básico de sistemas tradicionales y alternativos de  drenaje de aguas lluvias en sectores urbanos;IOC_4203-7;Describir y analiza el escurrimiento superficial, subsuperficial y subterráneo.;Media
ICE_5105-1;Comprender las principales características técnicas, económicas y  regulatorias de losmercados eléctricos y los procesos que configuran los  segmentos de Generación,Transmisión y Distribución eléctrica.;ING_5203-1;Habilidad para identificar el tema de su trabajo de título en un contexto de  dificultad necesaria, contenidos mínimos, estructura requerida.;Ninguna
